area,cement_kg,steel_kg,labor_hours,location_index,total_cost
1186,335,47623,553,2,1231352
2051,322,44477,633,2,1986365
2590,335,46943,732,2,2422504
2298,339,43463,894,1,2128012
1006,338,44245,514,1,1008725
2618,325,49140,768,1,2304634
2580,324,43310,732,2,2429782
1592,316,46660,529,1,1493588
2524,314,42368,577,2,2304088
1805,336,43263,494,0,1626378
1741,344,44849,716,2,1773430
1965,303,47406,500,2,1927873
2477,321,44747,595,1,2180689
1248,316,49562,607,0,1025107
1391,321,49139,872,0,1395362
881,316,44565,407,0,814889
2982,313,43818,535,1,2630813
2206,313,48918,660,1,2033371
2280,316,48704,546,1,2073822
1879,307,43887,857,1,1741153
1218,333,45783,837,1,1211589
887,325,42059,812,2,1041156
1014,344,42544,899,0,1040019
2558,329,45064,631,1,2232891
2320,321,48446,500,0,1900455
2517,315,47363,546,1,2211160
2301,329,47803,906,2,2229617
1108,315,43230,957,0,1095389
1030,337,49542,503,1,1022090
954,353,48426,735,2,1156909
1998,323,48621,845,2,2046759
914,335,47141,843,0,923721
2213,334,42558,517,1,2052855
1110,305,48492,916,2,1318794
1792,303,43512,966,2,1798551
1841,317,48063,930,2,1837119
811,305,42669,487,0,720854
2227,325,42257,875,0,1967529
2813,336,48798,884,1,2534936
1529,326,43070,694,1,1512343
2101,340,43050,780,0,1850261
2176,310,46038,682,0,1909687
2836,337,47146,555,0,2342971
1340,315,48100,579,2,1420441
876,318,49564,486,0,794936
823,342,46022,805,1,913537
1838,352,42144,895,2,1838890
1475,314,44634,666,0,1408926
971,325,49866,993,1,1037651
2692,355,44569,463,0,2302244
1288,340,49288,518,1,1253597
2285,355,42800,740,2,2130027
1556,330,43485,712,2,1593172
954,318,45748,562,1,879247
1056,356,44429,904,1,1233822
2579,350,44823,692,2,2405179
1473,323,42672,776,2,1609792
2915,357,45974,941,1,2709934
1472,308,45489,800,1,1429145
2272,322,46422,799,0,1999608
1058,303,43414,798,0,1034761
1106,309,45368,886,2,1376999
1918,308,46725,914,2,1927708
1045,318,48115,423,0,938623
2458,314,45894,458,0,2008336
986,350,45846,639,2,1093982
2597,333,48227,710,2,2416087
1724,341,48289,720,1,1710146
1584,318,44028,880,1,1658161
2395,348,43194,971,2,2356974
2160,351,44024,813,0,1930099
1140,355,43357,721,1,1212528
1362,320,48567,801,2,1436423
1450,333,49476,458,0,1342694
1993,350,47645,452,0,1635512
868,316,48804,463,2,984940
2383,317,44810,518,1,2162996
2904,316,42568,685,1,2556196
2100,301,48490,417,2,2106722
1922,350,49469,404,0,1674227
1715,300,43945,791,1,1698771
1260,342,42346,559,2,1303188
1643,356,42407,541,1,1592889
1373,309,46228,796,2,1518175
918,336,45753,417,1,1017402
1445,347,42613,979,1,1363803
2278,355,49131,513,1,2008633
2873,304,42105,933,2,2721228
2313,355,44218,931,2,2277085
2831,354,48783,860,0,2457126
1831,311,49417,685,1,1645895
1768,335,49711,404,1,1626746
2810,330,45799,528,2,2590105
2339,354,46357,898,1,2172985
2996,337,45913,675,2,2751399
2311,350,42493,482,0,2014058
1848,308,49411,517,1,1694438
1454,343,47570,428,2,1408201
2754,325,49046,757,2,2645927
1354,314,45868,556,1,1382040
1224,315,46385,430,0,1083605
1092,312,45334,685,2,1274486
2008,324,45920,735,1,1797990
1230,329,43868,969,0,1191413
1116,352,47433,712,2,1171833
1197,355,48228,998,0,1236004
2147,306,43438,522,2,1966844
2388,356,43352,770,1,2165968
1395,354,42044,713,1,1391290
2923,351,46910,427,1,2587237
2743,303,44380,554,0,2351150
1715,342,46560,629,0,1576705
2055,339,42199,948,1,1994963
1775,337,49368,405,2,1788212
1875,356,46424,872,0,1609088
2044,329,49847,717,0,1775804
2251,309,44287,624,2,2168047
1966,329,48003,432,2,1959136
2828,338,46893,488,1,2456337
1162,306,46797,733,0,1194436
1033,335,44630,439,2,1153065
2531,334,48800,774,2,2365598
826,323,49526,697,1,863576
2294,338,48117,792,1,2152096
892,335,48020,417,0,786545
1108,344,44768,926,2,1279666
851,319,44407,531,1,915493
1118,348,47497,689,0,1064325
2792,331,48528,608,1,2572227
980,358,45791,726,0,971370
2392,338,49632,902,2,2285624
1446,348,45293,678,1,1377008
2761,325,44846,781,0,2469096
2083,325,49842,708,0,1803459
2824,335,48508,676,2,2645238
1135,342,48215,475,1,1134531
2376,334,45311,697,0,2082460
2325,342,44551,777,0,2106869
1789,334,43437,832,0,1632781
2078,311,42126,511,0,1825236
1313,332,47606,471,1,1281247
2829,335,43620,716,1,2504834
1041,313,49694,420,0,962122
2996,332,45319,587,1,2602787
2533,345,42481,520,1,2193717
1467,344,47431,741,2,1572820
1393,344,49611,703,2,1500361
2978,323,46378,846,0,2590455
1055,314,49169,895,2,1242467
2302,330,44121,920,1,2142900
1360,316,45135,584,0,1170940
2910,311,44820,731,2,2601113
2134,321,48490,975,0,1967489
1206,322,48140,749,0,1179232
2660,325,44371,719,2,2479941
2862,313,42238,936,1,2670264
2510,311,43420,811,1,2315089
1058,349,48480,555,2,1196593
1522,303,42340,932,2,1724259
2082,358,45350,901,2,2005486
1413,345,49520,885,2,1527241
2494,350,44993,553,0,2085196
2778,312,46987,467,1,2417713
1612,356,43486,891,1,1586584
2586,354,46557,440,2,2376932
1130,317,49880,926,1,1156368
2016,342,46075,568,1,1851508
2344,327,47412,511,1,2057246
2197,337,46893,862,2,2211371
1186,340,42732,451,2,1298500
2318,343,45478,654,1,2124092
2617,318,42161,557,2,2401321
2617,345,49670,699,1,2363354
2614,346,44495,826,2,2513490
2315,342,49862,706,1,2098267
2040,337,47574,498,2,1873707
1119,345,48408,520,1,1157246
1198,302,47105,429,2,1290494
2714,318,42131,629,2,2533172
904,319,43857,653,1,936196
1495,324,48263,803,0,1425620
1129,310,48011,893,1,1259544
1459,355,43242,430,1,1389352
1620,316,45488,561,0,1408737
2772,359,42671,831,2,2587253
2593,358,42504,555,0,2187780
1261,348,49467,722,1,1253495
2407,354,44156,590,0,2048017
2475,334,43261,575,2,2332185
2874,313,42292,916,1,2647102
1070,358,48106,923,1,1235866
1184,338,49131,970,2,1317357
859,356,45650,738,2,1019685
1930,318,46923,718,1,1850402
1019,302,46282,510,2,1091280
2264,333,43059,872,0,1948632
2706,357,49728,416,0,2223688
2395,348,44303,619,0,2052822
895,340,47554,886,0,996739
1788,321,47738,704,2,1785631
1912,337,47127,916,0,1748075
2745,355,44795,528,0,2263922
1767,326,43201,423,1,1672533
1045,320,45313,940,2,1288107
2958,340,44088,531,2,2670568
1033,330,45428,955,2,1204083
1951,326,48900,720,1,1873888
2060,336,44160,896,1,1937124
1602,301,48911,781,2,1624551
2217,353,49333,615,0,1900855
1454,346,49671,942,1,1485798
910,308,46949,410,1,966687
889,318,48221,481,1,944279
1562,341,42718,555,2,1595497
2103,335,43846,565,0,1804511
2156,309,42877,607,1,1973217
2979,358,45267,423,1,2570656
1836,339,46497,731,2,1823109
2264,353,48976,961,0,2097029
897,344,42063,918,1,1024714
1943,338,44699,910,2,1939392
1092,306,44933,992,2,1258091
2639,303,47544,640,1,2249066
2534,314,49209,580,2,2468151
1824,311,42372,692,2,1927172
1451,347,46027,482,1,1410537
2996,305,42305,965,2,2757518
2891,359,48352,489,0,2570115
2706,308,44514,838,0,2282054
2521,334,42931,942,1,2345855
1867,307,49471,592,0,1546642
2616,306,43990,887,0,2181287
1052,303,45656,748,1,1122519
931,357,43415,488,2,1082542
2707,312,49320,522,0,2296481
2710,318,48790,773,2,2618034
2479,306,42361,446,1,2189535
1932,309,47383,832,0,1772802
1858,324,49383,545,1,1677404
2725,343,44768,402,2,2546777
986,357,42715,929,1,1165740
1748,334,43645,713,0,1549336
1063,357,42542,726,1,1136464
2797,324,43547,480,1,2419214
1321,328,47758,552,1,1277351
2364,355,49992,801,2,2311014
1582,311,44241,887,2,1687216
1334,350,42651,466,2,1295708
1009,346,43050,488,2,1069541
2893,339,47165,534,0,2413467
2363,311,46742,601,2,2241814
825,351,43852,827,2,1001458
974,305,45001,578,0,843856
2339,359,47177,738,2,2109999
2134,309,45084,478,1,2027067
1121,301,47044,996,2,1325853
2402,355,49779,932,0,2058597
1958,344,47056,777,1,1895357
854,324,44096,564,0,891288
2366,306,42802,939,1,2210848
2409,339,49261,554,1,2191027
2672,322,44654,522,1,2428003
2994,347,43680,998,0,2646797
2308,310,43607,601,1,2118089
2867,357,45522,439,1,2427088
1132,335,47498,568,1,1004240
2378,348,44057,469,1,2161078
1706,347,44721,729,1,1621207
1710,350,46821,839,2,1735240
1200,322,44563,798,0,1188816
1749,358,48367,892,1,1652595
2129,342,47500,753,1,1973824
2875,306,45612,727,1,2568113
2710,326,49469,897,1,2503137
900,312,42202,818,1,1020484
1350,350,42941,902,2,1499281
2505,316,42588,938,2,2391427
1152,331,42570,744,1,1172283
1818,325,45004,776,1,1747363
1979,356,42195,694,1,1818993
1897,359,43345,687,0,1635858
1779,321,42417,653,0,1638404
2155,312,43642,833,2,2076831
1538,311,43365,900,2,1607355
1776,306,49556,484,0,1599184
2171,300,42008,920,1,2005508
2601,332,42531,961,2,2509910
2949,351,46244,912,1,2684230
1752,354,48526,915,1,1702642
1280,313,43552,915,2,1407586
2037,358,43035,896,0,1774683
907,346,46571,561,0,891150
1772,342,43617,926,0,1679394
2426,355,48722,764,1,2266033
1503,357,45716,943,1,1531966
2933,340,48075,824,1,2534214
1674,316,43076,974,0,1592579
2247,303,49603,763,1,2064890
2907,351,46301,507,2,2619577
2073,350,46015,413,1,1895979
1359,338,49129,422,2,1404714
916,300,44962,720,0,946743
1673,340,46840,909,1,1658928
1767,344,42912,440,1,1609746
2368,323,46149,703,0,2038319
843,333,46070,814,1,989021
1308,333,49145,849,2,1370867
2811,323,47699,793,0,2403241
1988,358,45561,993,2,1901747
2115,314,47922,764,0,1886359
1648,316,42343,828,2,1736288
2679,312,43192,551,2,2434853
1716,306,43932,658,2,1669416
1598,308,47280,990,1,1644187
1675,343,49694,622,1,1550809
2560,334,42702,665,1,2334135
1618,322,48670,629,1,1540459
2968,353,47406,838,1,2637940
1744,346,43898,549,2,1755693
1706,338,48555,856,1,1659344
812,322,45593,535,2,1051981
1402,325,48712,798,0,1265564
999,300,42198,542,2,1060580
2591,313,45232,469,1,2285964
1247,331,44822,453,0,1133048
2611,350,46484,802,1,2361965
1640,347,42473,951,0,1613717
1389,309,47500,426,2,1477242
1953,300,46860,698,0,1695408
2890,304,43654,957,1,2626179
1319,302,42591,719,0,1128099
1836,348,49291,844,2,1912509
1524,349,43848,497,0,1306411
1787,357,47191,525,2,1767117
1602,352,47077,457,0,1382437
1326,326,45041,576,2,1322336
2465,350,42167,684,2,2372194
1938,353,46379,426,2,1804956
1259,356,49661,850,2,1374002
1731,321,49203,722,1,1692814
2786,317,48967,649,2,2530783
1124,315,47294,769,1,1248022
1378,301,45270,489,2,1370428
2337,346,49283,530,0,1939347
2800,312,46007,924,0,2447326
1274,344,49482,428,1,1308653
1877,315,46010,943,0,1710254
2281,307,47339,485,2,2190952
2402,342,46986,457,0,1967755
2243,307,49745,456,1,1987602
1431,353,45848,793,0,1310498
1502,309,44181,424,1,1343199
1781,354,43654,589,2,1685101
2127,332,46217,475,2,2005740
2758,330,42832,770,0,2460170
1358,311,48018,905,0,1298679
1021,308,43021,582,0,918752
2356,336,43993,553,2,2114740
1147,308,45492,668,0,1052546
1982,347,42894,677,2,1920652
1688,317,43515,739,1,1637627
1721,329,45670,422,0,1469530
2058,331,42288,831,0,1864969
1204,339,49816,925,1,1308506
2080,322,43076,742,1,1929315
1476,310,49372,451,1,1388646
1388,319,43371,738,1,1379999
2420,318,43074,440,2,2156968
2394,335,46934,917,0,2156062
1365,351,44959,806,2,1560109
1503,325,42039,537,2,1533218
1657,309,48393,498,1,1506354
2084,323,48361,740,0,1835836
1384,312,46274,715,2,1448680
1031,351,45622,941,2,1236482
2045,345,42182,624,1,1866667
851,352,43759,660,0,727133
2963,333,47283,646,0,2525749
1337,328,43769,478,0,1297194
1340,335,47496,872,2,1401093
1842,306,46800,476,1,1743638
1614,350,42496,661,0,1465181
2215,329,42596,401,2,2026962
2452,316,44508,416,2,2197884
1218,347,45826,743,0,1158066
1663,312,46569,411,1,1550902
985,355,42684,406,1,915803
1060,323,47156,645,0,1044183
2351,353,47718,556,2,2189700
2096,354,47760,573,1,1938512
1561,330,49873,886,2,1682647
1023,357,42318,680,2,1221273
2079,326,45626,708,1,1876187
979,349,43435,636,2,1232766
2867,320,44403,556,2,2579201
2447,343,47790,650,0,2154253
1431,354,44664,620,1,1366004
2336,356,48084,737,2,2241407
2905,300,46324,622,1,2561794
2763,314,42728,610,1,2475721
1414,302,43287,736,2,1550231
1361,305,46001,533,1,1284638
1421,313,47606,894,0,1292160
2935,354,42560,946,0,2456022
1813,337,43375,582,2,1797000
2861,332,43465,560,1,2513293
2980,351,48778,786,2,2769065
2760,337,44506,596,1,2443423
1857,307,45886,883,2,1920084
1391,325,42024,901,2,1488130
1382,314,43154,888,1,1420672
2413,313,46465,751,0,2099301
1901,347,43459,929,2,1880244
1088,319,49391,633,0,983567
2368,354,47107,977,1,2258218
2243,347,46706,808,2,2219215
806,358,47471,675,1,939390
1983,318,47921,858,0,1770251
1039,355,49652,852,1,1012149
2786,332,48131,812,2,2529418
2246,335,43220,417,0,1888125
2549,323,44156,471,2,2278077
2917,309,47979,777,0,2566485
2703,351,45291,754,1,2394823
1877,349,49943,550,1,1720310
1647,333,48042,660,2,1757814
2111,335,42719,479,2,2057154
2892,346,49486,505,2,2654164
2039,335,43105,922,0,1847716
2304,315,47656,802,0,1986306
2132,314,45769,529,2,2069736
1495,317,44479,570,0,1340933
826,306,43920,805,0,834718
1759,346,45079,432,1,1647459
2326,321,46731,935,1,2201470
2668,331,47268,596,1,2326311
1172,342,45169,445,2,1294052
2749,318,49895,673,1,2450411
1044,339,45172,532,1,1067228
2640,355,47849,663,0,2201353
2476,300,48510,996,1,2235587
924,334,49629,766,0,841321
1336,304,49068,404,1,1389359
2719,349,48557,668,2,2644521
2435,311,45330,820,2,2246994
2225,311,48022,745,1,1973636
2340,320,46451,468,1,2060630
1330,358,44058,757,1,1393062
1053,357,47535,785,2,1253263
2968,318,47690,724,0,2648241
1460,308,45321,880,0,1348704
2601,342,47771,578,1,2283410
1860,348,43870,655,2,1843582
2165,347,45621,818,0,1908821
1836,335,43145,610,1,1710500
2006,341,45991,983,2,2028393
2935,353,48208,766,2,2829672
2893,346,49825,976,0,2537893
1942,356,45373,565,2,1835775
2354,350,42124,613,1,2112986
2555,331,42311,928,1,2386665
2765,334,49358,572,0,2378054
1544,330,42774,528,2,1588870
2429,359,49145,402,0,1961514
1766,352,44920,469,0,1450719
1562,354,47569,451,2,1555689
1593,331,43831,836,0,1484836
1543,336,42693,777,2,1569316
1869,331,47278,493,1,1789789
2331,342,43376,958,0,2104877
1357,355,47939,986,2,1479435
2794,336,42989,485,2,2692309
1325,338,44846,917,2,1441507
1639,337,48817,829,0,1480261
802,329,49430,442,1,830590
1851,357,43752,769,0,1658913
2204,331,44959,803,1,1991107
956,344,44453,702,0,963703
2737,301,45043,581,0,2369095
2754,350,43716,568,0,2372028
1310,310,43626,602,1,1265607
1486,358,45088,942,2,1577179
1937,319,48780,501,0,1701282
2212,336,45331,975,0,1996714
2310,308,46028,745,1,2076910
1370,337,42889,841,0,1184133
1514,348,43378,649,2,1542999
2138,318,46584,582,2,2073459
1790,354,49381,701,1,1719582
1133,339,48382,679,1,1088263
2960,306,46275,488,2,2727392
2444,304,47538,824,2,2432504
1161,346,43707,684,2,1269711
2680,341,49310,529,1,2361606
2944,323,44364,647,2,2679025
2781,347,47363,588,2,2546828
2863,340,42231,490,2,2670199
2777,306,49851,967,0,2396067
1175,310,43812,564,1,1184793
1541,308,43612,947,1,1528209
1189,348,47422,729,1,1228678
2040,329,46426,940,1,1926790
1623,340,46656,479,0,1456902
1217,302,44996,568,0,1158845
1406,321,42247,944,0,1352577
1367,339,46378,492,0,1202815
1343,350,47406,778,0,1291578
1683,319,47035,608,1,1551192
1502,331,44079,593,1,1462633
2023,347,47619,663,1,1847388
2422,306,45741,646,0,2097423
2868,359,46625,847,2,2638425
2586,306,46476,920,1,2431936
2419,319,42062,878,1,2168114
2257,324,46223,676,2,2155191
2383,344,43551,528,0,1959703
2714,334,48306,701,2,2591058
877,343,45005,973,2,1195559
2108,323,45322,913,1,1930133
1447,339,49816,759,1,1447545
2987,312,49997,756,0,2546608
1352,351,42294,865,2,1501982
1797,347,46274,571,0,1652595
1081,338,46324,487,2,1203003
2081,303,42882,899,1,1925759
2646,311,42393,482,2,2398466
2183,316,44739,916,0,1932178
1957,300,45467,950,2,1938759
903,316,46167,721,0,925028
1565,301,46413,864,2,1686763
2942,305,45970,986,1,2733628
2396,343,46690,540,1,2125381
1279,357,46474,954,0,1294210
2860,310,47002,535,1,2599363
2763,352,46231,729,2,2512098
2942,342,44777,794,2,2709614
2872,317,45692,555,1,2523611
2095,339,43401,438,0,1826004
2328,324,47238,681,2,2286530
1989,338,42905,937,0,1713262
1738,327,42529,943,2,1766124
1561,345,49078,445,0,1417233
1453,315,48809,643,0,1269030
2469,311,46618,946,2,2424522
2731,340,45721,849,2,2604850
1926,351,42386,677,0,1736852
2725,328,44621,805,2,2601364
1374,322,48726,445,1,1287841
2129,320,42572,919,2,2093965
2077,315,42643,670,0,1798343
2003,352,48716,955,2,2027134
839,350,46071,637,2,914148
1319,347,49013,566,0,1214773
2439,340,43292,775,2,2413653
1262,344,45595,987,0,1238626
2051,325,46642,600,0,1775597
2648,336,47605,631,0,2269838
1282,321,44485,845,0,1241632
1142,350,47682,817,1,1256436
1996,309,42554,553,1,1823712
2262,306,47859,767,0,1974741
2002,308,44158,486,2,1849919
2421,324,45393,929,1,2245685
2980,345,44574,453,0,2436212
2931,314,44224,441,1,2525756
1792,312,48817,748,0,1647557
1989,341,47670,629,1,1889861
2403,345,45609,835,0,2134373
1993,325,46719,540,1,1884044
1397,320,43988,687,1,1292898
1444,322,42943,721,2,1601197
1247,343,46568,993,1,1275564
1563,327,47682,841,2,1654758
1534,350,42993,566,1,1428924
2442,337,49022,965,0,2183852
1400,311,45459,862,2,1513389
2972,323,43121,855,1,2725937
2960,312,47530,472,2,2806001
1780,339,45446,669,0,1623385
2582,347,46265,618,0,2205199
2997,301,47109,946,0,2683203
1379,353,42055,582,0,1156603
1582,338,43756,477,0,1353247
1331,311,48468,707,2,1415053
2312,338,42657,727,2,2202299
1411,350,47052,820,1,1378057
2805,313,42259,635,1,2525674
1900,329,46736,988,0,1738615
2470,340,44609,861,0,2162830
2215,349,48483,984,2,2261564
2235,342,45909,938,0,1974970
1674,347,42403,437,0,1499572
1016,318,48675,825,0,984864
1175,330,49341,997,1,1248212
2409,342,42794,833,2,2277151
810,349,43561,758,1,848640
2413,342,43183,430,0,2004747
1617,324,49177,604,0,1346705
2096,303,44641,580,1,1925204
1490,349,49423,439,1,1386443
2399,350,44664,822,2,2359772
2332,312,48795,556,0,1961025
1955,335,46809,567,0,1685947
2747,341,48487,481,1,2476588
1583,353,45607,999,2,1732911
2772,336,47492,501,2,2546165
2676,302,49602,488,0,2206722
1584,315,43957,744,0,1465484
1196,325,44093,709,1,1204847
1881,339,43752,839,0,1667927
2303,355,46999,558,1,2143013
2833,338,48198,513,0,2464037
2414,318,47197,935,0,2094487
1259,345,45562,562,0,1227209
2908,314,43694,685,2,2678985
1345,331,42855,454,0,1226772
1296,348,43295,975,0,1345093
1304,320,46755,432,2,1342130
1892,300,45621,957,2,1937658
2437,305,46206,595,0,2124643
1517,326,43038,847,2,1682618
2392,322,48221,990,2,2333519
2208,346,46596,491,2,2127028
1068,330,48731,627,2,1162459
2746,311,46513,685,1,2379923
2277,320,47959,634,0,1935272
2341,351,46370,501,1,2061124
1664,301,49661,539,0,1507772
909,304,47316,665,2,1076458
1449,308,45447,741,1,1396802
2898,319,47850,972,2,2689170
2299,345,49230,934,2,2227288
1910,317,45432,922,2,1978655
1395,321,49116,415,0,1175459
1778,307,49711,960,2,1828354
1530,333,49134,735,0,1373453
856,308,47864,789,0,880497
2583,306,47229,569,2,2492268
2501,329,45748,518,0,2092825
2086,317,44241,441,1,1893143
911,326,47638,409,0,830897
1510,315,48063,829,2,1571051
2001,320,49818,867,2,1997702
1747,304,45530,448,1,1697942
825,354,48998,606,1,900347
1557,328,46894,913,0,1445831
2600,346,43963,979,0,2278557
2355,336,48444,609,1,2148214
2641,342,45015,538,2,2392007
1904,321,48711,436,2,1837393
1461,313,48815,617,1,1435022
1708,356,45567,855,1,1617350
1321,318,48292,911,2,1539623
2656,334,45870,677,2,2559549
2559,323,46864,579,0,2296220
1589,341,43484,916,1,1604366
2097,359,46234,529,1,1926752
2529,305,46956,758,1,2290848
971,359,47955,403,2,1083553
1064,357,44339,998,0,1119434
2786,302,42334,957,2,2640392
1849,333,48842,482,1,1689593
2292,344,43858,553,1,2093732
2685,349,43207,905,1,2419453
1275,301,48450,908,1,1400511
1849,314,42924,496,1,1698812
833,336,47076,681,2,1062345
1961,314,44945,999,0,1748713
1615,359,47381,998,1,1612115
1553,331,49070,937,1,1531572
1365,320,47429,828,1,1360767
1261,316,46439,942,2,1360770
2454,333,49591,525,2,2342624
880,331,46752,700,1,989449
2737,349,47892,942,1,2429300
1669,346,45585,766,1,1599633
2230,351,47945,444,1,1984268
1869,322,49691,892,1,1814614
1398,334,46356,715,2,1475478
2434,336,47481,588,1,2240699
